id,name,key_name,sort,m_category_id,p_reg,dry_air,wet_air,by_pass1,by_pass2,rot,diam,hub,spokes,area,thickn,process,pu1,reg,pu2,security_margin,coefficient,rotor,capacity,applied_area,model_type
3032,CS-5,CS-5,2060,3,0.65,65,30,0,0,36,180,42,39,0.0183,50,0.6,0,0.4,0,5,10,2,0.3,other,room_calculation
3033,CS-5L,CS-5L,2070,3,0.85,90,50,0,0,36,180,42,39,0.0183,50,0.6,0,0.4,0,5,10,2,0.4,other,room_calculation
3034,DC-5,DC-5,2080,3,0.85,120,40,0,0,36,180,42,39,0.0183,50,0.6,0,0.4,0,5,10,2,0.5,other,room_calculation
3035,DC-10,DC-10,2090,3,1.1,190,60,0,0,36,180,42,39,0.0183,50,0.63,0,0.37,0,5,10,2,0.5,other,room_calculation
3036,DC-20,DC-20,2100,3,1.7,310,60,0,0,28,250,62,30,0.0386,50,0.66,0,0.34,0,5,10,2,1.1,other,room_calculation
3037,DC-30 T10,DC-30 T10,2110,3,1.8,400,90,0,0,23,300,62,30,0.0593,50,0.66,0,0.34,0,5,10,2,1.2,other,room_calculation
3038,DC-30 T16,DC-30 T16,2120,3,2.8,400,70,0,0,23,300,62,30,0.0593,50,0.66,0,0.34,0,5,10,2,1.8,other,room_calculation
3039,DC-31 T10,DC-31 T10,2130,3,2.1,300,120,0,0,24,300,62,12,0.0639,100,0.75,0,0.25,0,5,11,2,1.6,other,room_calculation
3040,DC-31 T16,DC-31 T16,2140,3,2.9,490,110,0,0,24,300,62,12,0.0639,100,0.75,0,0.25,0,5,11,2,2.3,other,room_calculation
3041,DC-50 R,DC-50 R,2150,3,5,550,150,0,0,25,450,62,45,0.1449,50,0.58,0,0.42,0,10,10,2,3,other,room_calculation
3042,CZ-82 ,CZ-82 ,2160,3,30,3200,850,0,0,12,770,144,45,0.4271,200,0.75,0,0.25,0,5,12,1,22.6,other,room_calculation
3043,CZ-102 ,CZ-102 ,2170,3,50,5200,1400,0,0,12,965,144,45,0.6851,200,0.75,0,0.25,0,5,12,1,37.1,other,room_calculation
3044,CZ-102L,CZ-102L,2180,3,74,7200,2000,0,0,12,965,144,45,0.6851,200,0.75,0,0.25,0,5,12,1,47.6,other,room_calculation
3045,CZ-104,CZ-104,2190,3,95,8000,2500,0,0,12,965,144,45,0.6851,400,0.75,0,0.25,0,5,13,1,63.5,other,room_calculation
3046,CZ-82 ICE,CZ-82 ICE,2200,3,30,6000,850,0,0,12,770,144,45,0.4271,200,0.75,0,0.25,0,5,22,1,26,other,room_calculation
3047,CZ-102 ICE,CZ-102 ICE,2210,3,50,12000,1400,0,0,12,965,144,45,0.6851,200,0.75,0,0.25,0,5,22,1,44.6,other,room_calculation
3048,CZ-102L ICE,CZ-102L ICE,2220,3,74,12000,2000,0,0,12,965,144,45,0.6851,200,0.75,0,0.25,0,5,22,1,55.6,other,room_calculation
3049,CZ-104 ICE,CZ-104 ICE,2230,3,95,10000,2500,0,0,12,965,144,45,0.6851,400,0.75,0,0.25,0,5,23,1,70.1,other,room_calculation
3050,CZ-82HW 6/4,CZ-82HW 6/4,2240,3,30,3200,1600,0,0,12,770,144,45,0.4271,200,0.6,0,0.4,0,10,12,1,19.3,other,room_calculation
3051,CZ-102HW 6/4,CZ-102HW 6/4,2250,3,56,7200,3000,0,0,12,965,144,45,0.6851,200,0.6,0,0.4,0,10,12,1,36.7,other,room_calculation
3052,CZ-82HWR 6/4,CZ-82HWR 6/4,2260,3,60,3200,1600,0,0,12,770,144,45,0.4271,200,0.6,0,0.4,0,5,12,1,25.4,other,room_calculation
3053,CZ-102HWR 6/4,CZ-102HWR 6/4,2270,3,116,7200,3000,0,0,12,965,144,45,0.6851,200,0.6,0,0.4,0,5,12,1,50.2,other,room_calculation
3054,CF-081 ,CF-081 ,2280,3,29,2100,800,0,0,12,770,144,45,0.4271,100,0.75,0,0.25,0,5,11,2,15.6,other,room_calculation
3055,CF-122,CF-122,2290,3,147,10600,4000,0,0,12,1220,168,45,1.1102,200,0.76,0,0.24,0,5,12,1,76.2,other,room_calculation
3056,CF-152,CF-152,2300,3,231,16800,6300,0,0,12,1525,170,45,1.7599,200,0.75,0,0.25,0,5,12,1,120,other,room_calculation
3057,CF-172,CF-172,2310,3,293,20500,8000,0,0,12,1730,270,45,2.235,200,0.74,0,0.26,0,5,12,1,148.9,other,room_calculation
3058,CF-192,CF-192,2320,3,367,22750,10000,0,0,12,1940,270,45,2.84,200,0.75,0,0.25,0,5,12,1,177.3,other,room_calculation
3059,CF-222,CF-222,2330,3,477,34000,13000,0,0,12,2190,270,42,3.6465,200,0.75,0,0.25,0,5,12,1,248.62,other,room_calculation
3060,CF-242,CF-242,2340,3,557,41000,15200,0,0,12,2450,360,42,4.353,200,0.75,0,0.25,0,5,12,1,295.94,other,room_calculation
3061,CF-081 6/4,CF-081 6/4,2350,3,16,2100,800,0,0,12,770,144,45,0.4271,100,0.6,0,0.4,0,10,11,2,11.72,other,room_calculation
3062,CF-101 6/4,CF-101 6/4,2360,3,26,3300,1300,0,0,12,965,144,45,0.6851,100,0.58,0,0.42,0,10,11,2,18.97,other,room_calculation
3063,CF-102 6/4,CF-102 6/4,2370,3,50,6500,4200,0,0,12,965,144,45,0.6851,200,0.58,0,0.42,0,10,12,1,28.63,other,room_calculation
3064,CF-122 6/4,CF-122 6/4,2380,3,80,10600,4000,0,0,12,1220,168,45,1.1102,200,0.58,0,0.42,0,10,12,1,56.71,other,room_calculation
3065,CF-152 6/4,CF-152 6/4,2390,3,126,16800,6300,0,0,12,1525,170,45,1.7599,200,0.56,0,0.44,0,10,12,1,89.56,other,room_calculation
3066,CF-172 6/4,CF-172 6/4,2400,3,160,20500,8000,0,0,12,1730,270,45,2.235,200,0.59,0,0.41,0,10,12,1,111.5,other,room_calculation
3067,CF-192 6/4,CF-192 6/4,2410,3,200,22750,10000,0,0,12,1940,270,45,2.84,200,0.58,0,0.42,0,10,12,1,133.13,other,room_calculation
3068,CF-222 6/4,CF-222 6/4,2420,3,260,34000,13000,0,0,12,2190,270,42,3.6465,200,0.6,0,0.4,0,10,12,1,183.52,other,room_calculation
3069,CF-242 6/4,CF-242 6/4,2430,3,304,41000,15200,0,0,12,2450,360,42,4.353,200,0.6,0,0.4,0,10,12,1,217.18,other,room_calculation
4000,DR-010 B,DR-010 B,2440,1,0.69,190,40,0,0,36,180,42,39,0.0183,50,0.63,0.13,0.24,0,5,6,2,0.4,asia,room_calculation
4001,DR-20B,DR-20B,2450,1,1,330,60,0,0,28,250,62,30,0.0386,50,0.61,0.14,0.25,0,5,6,2,0.8,asia,room_calculation
4002,DR-30D,DR-30D,2460,1,1.35,360,75,0,0,23,300,62,30,0.0593,50,0.61,0.14,0.25,0,5,6,2,1.1,asia,room_calculation
4003,DR-40-T10,DR-40-T10,2470,1,1.9,600,120,0,0,25,450,62,45,0.1449,50,0.58,0.18,0.24,0,10,6,2,1.7,asia,room_calculation
4004,DR-40-T16,DR-40-T16,2480,1,3,550,150,0,0,25,450,62,45,0.1449,50,0.58,0.18,0.24,0,10,6,2,2.2,asia,room_calculation
4005,DR-50 R,DR-50 R,2490,1,4,600,180,0,0,25,450,62,45,0.1449,50,0.58,0.18,0.24,0,10,6,2,2.6,asia,room_calculation
4006,RLA-60R,RLA-60R,2500,1,5.4,850,180,0.7,0,31,550,62,45,0.2176,50,0.7,0.05,0.25,0,5,6,2,4.3,asia,room_calculation
4007,RLA-60LR,RLA-60LR,2510,1,7.5,1000,250,0.7,0,31,550,62,45,0.2176,50,0.7,0.05,0.25,0,5,6,2,5.2,asia,room_calculation
4008,RA-051 R,RA-051 R,2520,1,9,1250,430,0.4,0,42,550,62,45,0.2176,100,0.58,0.18,0.24,0,5,7,2,7.7,asia,room_calculation
4009,RA-061 R,RA-061 R,2530,1,13.5,1450,580,0.4,0,42,550,62,45,0.2176,100,0.58,0.18,0.24,0,5,7,2,9.7,asia,room_calculation
4010,RL-61,RL-61,2540,1,9,1300,280,0.7,0,15,550,62,45,0.2176,100,0.7,0.05,0.25,0,6,7,2,8.2,asia,room_calculation
4011,RL-61 Ice,RL-61 Ice,2550,1,9,1600,280,0.7,0,15,550,62,45,0.2176,100,0.7,0.05,0.25,0,3,20,2,8.9,asia,room_calculation
4012,RL-61L,RL-61L,2560,1,13.5,1800,420,0.7,0,25,550,62,45,0.2176,100,0.7,0.05,0.25,0,0,7,2,11.6,asia,room_calculation
4013,RL-61L Ice,RL-61L Ice,2570,1,13.5,2100,420,0.7,0,25,550,62,45,0.2176,100,0.7,0.05,0.25,0,1,20,2,12,asia,room_calculation
4014,RLA-71,RLA-71,2580,1,17,2500,650,0.7,0,45,660,62,45,0.3133,100,0.7,0.05,0.25,0,5,7,2,13.5,asia,room_calculation
4015,RLA-71 Ice,RLA-71 Ice,2590,1,17,3000,650,0.55,0,45,660,62,45,0.3133,100,0.7,0.05,0.25,0,3,20,2,15.2,asia,room_calculation
4016,RLA-71L,RLA-71L,2600,1,24,3200,900,0.6,0,45,660,62,45,0.3133,100,0.7,0.05,0.25,0,8,7,2,17.4,asia,room_calculation
4017,RLZ-81,RLZ-81,2610,1,24,2900,750,0.75,0,25,770,144,45,0.4271,100,0.7,0.05,0.25,0,5,7,2,19.3,asia,room_calculation
4018,RLZ-82,RLZ-82,2620,1,30,3500,1000,0.75,0,12,770,144,45,0.4271,200,0.7,0.05,0.25,0,5,8,1,25.1,asia,room_calculation
4019,RLZ-101,RLZ-101,2630,1,40,4600,1300,0.75,0,25,965,144,45,0.6851,100,0.7,0.05,0.25,0,5,7,2,31.4,asia,room_calculation
4020,RLZ-102,RLZ-102,2640,1,63,7000,2100,0.75,0,25,965,144,45,0.6851,200,0.7,0.05,0.25,0,5,8,1,49.7,asia,room_calculation
4021,RLZ-102L,RLZ-102L,2650,1,70,9000,2400,0.75,0,25,965,144,45,0.6851,200,0.7,0.05,0.25,0,5,8,1,56.2,asia,room_calculation
4022,RLZ-104,RLZ-104,2660,1,80,10500,2500,0.75,0,12,965,144,45,0.6851,400,0.7,0.05,0.25,0,5,9,1,69,asia,room_calculation
4023,RLZ-81 Ice,RLZ-81 Ice,2670,1,24,4500,750,0.75,0,25,770,144,45,0.4271,100,0.7,0.05,0.25,0,5,20,2,21.7,asia,room_calculation
4024,RLZ-82 Ice,RLZ-82 Ice,2680,1,30,6000,1000,0.75,0,12,770,144,45,0.4271,200,0.7,0.05,0.25,0,5,21,1,29.3,asia,room_calculation
4025,RLZ-101 Ice,RLZ-101 Ice,2690,1,40,9000,1300,0.75,0,25,965,144,45,0.6851,100,0.7,0.05,0.25,0,5,20,2,36.7,asia,room_calculation
4026,RLZ-102 Ice,RLZ-102 Ice,2700,1,63,12000,2100,0.75,0,25,965,144,45,0.6851,200,0.7,0.05,0.25,0,5,21,1,58.2,asia,room_calculation
4027,RLZ-102L Ice,RLZ-102L Ice,2710,1,70,12000,2400,0.75,0,25,965,144,45,0.6851,200,0.7,0.05,0.25,0,5,21,1,61.2,asia,room_calculation
4028,RLFA-081 ,RLFA-081 ,2720,1,24,3200,950,0.7,0,25,770,144,45,0.4271,100,0.7,0.05,0.25,0,5,7,2,19.5,asia,room_calculation
4029,RLFA-101,RLFA-101,2730,1,42,7000,1750,0.7,0,25,965,144,45,0.6851,100,0.7,0.05,0.25,0,5,7,2,34.8,asia,room_calculation
4030,RLFA-102,RLFA-102,2740,1,66,8500,2750,0.7,0,25,965,144,45,0.6851,200,0.7,0.05,0.25,0,5,8,1,52.6,asia,room_calculation
4031,RLFA-122,RLFA-122,2750,1,112,15600,4700,0.7,0,25,1220,168,45,1.1102,200,0.7,0.05,0.25,0,5,8,1,90.4,asia,room_calculation
4032,RLFA-152,RLFA-152,2760,1,158,16800,6300,0.7,0,25,1525,170,45,1.7599,200,0.7,0.05,0.25,0,5,8,1,120.4,asia,room_calculation
4033,RLFA-172,RLFA-172,2770,1,200,20500,8000,0.7,0,25,1730,270,45,2.235,200,0.7,0.05,0.25,0,5,8,1,148.8,asia,room_calculation
4034,RLFA-192,RLFA-192,2780,1,250,22750,10000,0.7,0,25,1940,270,45,2.84,200,0.7,0.05,0.25,0,5,8,1,177.4,asia,room_calculation
4035,RLFA-222,RLFA-222,2790,1,325,34000,13000,0.7,0,25,2190,270,42,3.6465,200,0.7,0.05,0.25,0,5,8,1,245.7,asia,room_calculation
4036,RLFA-242,RLFA-242,2800,1,380,41000,15200,0.7,0,25,2450,360,42,4.353,200,0.7,0.05,0.25,0,5,8,1,291.9,asia,room_calculation
4037,RFA-081,RFA-081,2810,1,24,3200,950,0.3,0,46,770,144,45,0.4271,100,0.6,0.15,0.25,0,5,7,2,19.8,asia,room_calculation
4038,RFA-101,RFA-101,2820,1,42,7000,1750,0.3,0,49,965,144,45,0.6851,100,0.58,0.17,0.25,0,5,7,2,35.5,asia,room_calculation
4039,RFA-102,RFA-102,2830,1,66,8500,2750,0.3,0,37,965,144,45,0.6851,200,0.58,0.17,0.25,0,5,8,1,54.7,asia,room_calculation
4040,RFA-122,RFA-122,2840,1,112,15600,4700,0.3,0,39,1220,168,45,1.1102,200,0.58,0.18,0.24,0,5,8,1,93.1,asia,room_calculation
4041,RFA-152,RFA-152,2850,1,158,16800,6300,0.3,0,30,1525,170,45,1.7599,200,0.56,0.19,0.25,0,5,8,1,123,asia,room_calculation
4042,RFA-172,RFA-172,2860,1,200,20500,8000,0.3,0,30,1730,270,45,2.235,200,0.58,0.17,0.25,0,5,8,1,154,asia,room_calculation
4043,RFA-192,RFA-192,2870,1,250,22750,10000,0.3,0,30,1940,270,45,2.84,200,0.58,0.17,0.25,0,5,8,1,180.5,asia,room_calculation
4044,RFA-222,RFA-222,2880,1,325,34000,13000,0.3,0,30,2190,270,42,3.6465,200,0.6,0.15,0.25,0,5,8,1,254.2,asia,room_calculation
4045,RFA-242,RFA-242,2890,1,380,41000,15200,0.3,0,30,2450,360,42,4.353,200,0.6,0.15,0.25,0,5,8,1,306.3,asia,room_calculation
4046,RFA-244,RFA-244,2900,1,380,41000,15200,0.3,0,30,2450,360,42,4.353,400,0.6,0.15,0.25,0,5,9,1,317.6,asia,room_calculation
4047,DR-31 T10,DR-31 T10,2910,2,1.9,310,110,0,0.5,24,300,62,12,0.0639,100,0.51,0.12,0.25,0.12,5,14,2,1.6,asia,room_calculation
4048,CS-5,CS-5,2920,3,0.65,65,30,0,0,36,180,42,39,0.0183,50,0.6,0,0.4,0,5,10,2,0.3,asia,room_calculation
4049,CS-5L,CS-5L,2930,3,0.85,90,50,0,0,36,180,42,39,0.0183,50,0.6,0,0.4,0,5,10,2,0.4,asia,room_calculation
4050,DC-5,DC-5,2940,3,0.85,120,40,0,0,36,180,42,39,0.0183,50,0.6,0,0.4,0,5,10,2,0.5,asia,room_calculation
4051,DCA-10,DCA-10,2950,3,1.1,190,60,0,0,36,180,42,39,0.0183,50,0.63,0,0.37,0,5,10,2,0.5,asia,room_calculation
4052,DC-20,DC-20,2960,3,1.7,310,60,0,0,28,250,62,30,0.0386,50,0.66,0,0.34,0,5,10,2,1.1,asia,room_calculation
4053,DC-30 T10,DC-30 T10,2970,3,1.8,400,90,0,0,23,300,62,30,0.0593,50,0.66,0,0.34,0,5,10,2,1.2,asia,room_calculation
4054,DC-30 T16,DC-30 T16,2980,3,2.8,400,70,0,0,23,300,62,30,0.0593,50,0.66,0,0.34,0,5,10,2,1.8,asia,room_calculation
4055,DC-31 T10,DC-31 T10,2990,3,2.1,300,120,0,0,24,300,62,12,0.0639,100,0.75,0,0.25,0,5,11,2,1.6,asia,room_calculation
4056,DC-31 T16,DC-31 T16,3000,3,2.9,490,110,0,0,24,300,62,12,0.0639,100,0.75,0,0.25,0,5,11,2,2.3,asia,room_calculation
4057,DC-50 R,DC-50 R,3010,3,5,550,150,0,0,25,450,62,45,0.1449,50,0.58,0,0.42,0,10,10,2,3,asia,room_calculation
4058,CZ-82 ,CZ-82 ,3020,3,30,3200,850,0,0,12,770,144,45,0.4271,200,0.75,0,0.25,0,5,12,1,22.6,asia,room_calculation
4059,CZ-102 ,CZ-102 ,3030,3,50,5200,1400,0,0,12,965,144,45,0.6851,200,0.75,0,0.25,0,5,12,1,37.1,asia,room_calculation
4060,CZ-102L,CZ-102L,3040,3,74,7200,2000,0,0,12,965,144,45,0.6851,200,0.75,0,0.25,0,5,12,1,47.6,asia,room_calculation
4061,CZ-104,CZ-104,3050,3,95,8000,2500,0,0,12,965,144,45,0.6851,400,0.75,0,0.25,0,5,13,1,63.5,asia,room_calculation
4062,CZ-82 ICE,CZ-82 ICE,3060,3,30,6000,850,0,0,12,770,144,45,0.4271,200,0.75,0,0.25,0,5,22,1,26,asia,room_calculation
4063,CZ-102 ICE,CZ-102 ICE,3070,3,50,12000,1400,0,0,12,965,144,45,0.6851,200,0.75,0,0.25,0,5,22,1,44.6,asia,room_calculation
4064,CZ-102L ICE,CZ-102L ICE,3080,3,74,12000,2000,0,0,12,965,144,45,0.6851,200,0.75,0,0.25,0,5,22,1,55.6,asia,room_calculation
4065,CZ-104 ICE,CZ-104 ICE,3090,3,95,10000,2500,0,0,12,965,144,45,0.6851,400,0.75,0,0.25,0,5,23,1,70.1,asia,room_calculation
4066,CZ-82HW 6/4,CZ-82HW 6/4,3100,3,30,3200,1600,0,0,12,770,144,45,0.4271,200,0.6,0,0.4,0,10,12,1,19.3,asia,room_calculation
4067,CZ-102HW 6/4,CZ-102HW 6/4,3110,3,56,7200,3000,0,0,12,965,144,45,0.6851,200,0.6,0,0.4,0,10,12,1,36.7,asia,room_calculation
4068,CZ-82HWR 6/4,CZ-82HWR 6/4,3120,3,60,3200,1600,0,0,12,770,144,45,0.4271,200,0.6,0,0.4,0,5,12,1,25.4,asia,room_calculation
4069,CZ-102HWR 6/4,CZ-102HWR 6/4,3130,3,116,7200,3000,0,0,12,965,144,45,0.6851,200,0.6,0,0.4,0,5,12,1,50.2,asia,room_calculation
4070,CFA-061,CFA-061,3140,3,13.5,1200,400,0,0,12,550,62,45,0.2176,100,0.76,0,0.24,0,5,11,2,8.2,asia,room_calculation
4071,CFA-061L,CFA-061L,3150,3,18,1800,600,0,0,12,550,62,45,0.2176,100,0.76,0,0.24,0,5,11,2,9.6,asia,room_calculation
4072,CFA-081 ,CFA-081 ,3160,3,30,3000,900,0,0,12,770,144,45,0.4271,100,0.75,0,0.25,0,5,11,2,18,asia,room_calculation
4073,CFA-081L,CFA-081L,3170,3,45,4000,1300,0,0,12,770,144,45,0.4271,100,0.75,0,0.25,0,5,11,2,20.9,asia,room_calculation
4074,CFA-101,CFA-101,3180,3,48,4500,1500,0,0,12,965,144,45,0.6851,100,0.75,0,0.25,0,5,11,2,27.8,asia,room_calculation
4075,CFA-101L,CFA-101L,3190,3,75,7000,2200,0,0,12,965,144,45,0.6851,100,0.75,0,0.25,0,5,11,2,34.3,asia,room_calculation
4076,CFA-102,CFA-102,3200,3,84,7500,2500,0,0,12,965,144,45,0.6851,200,0.75,0,0.25,0,5,12,1,49.2,asia,room_calculation
4077,CFA-102L,CFA-102L,3210,3,110,10000,3300,0,0,12,965,144,45,0.6851,200,0.75,0,0.25,0,5,12,1,57.5,asia,room_calculation
4078,CFA-122,CFA-122,3220,3,135,11000,4000,0,0,12,1220,168,45,1.1102,200,0.76,0,0.24,0,5,12,1,75.3,asia,room_calculation
4079,CFA-122L,CFA-122L,3230,3,155,14000,4600,0,0,12,1220,168,45,1.1102,200,0.76,0,0.24,0,5,12,1,85.8,asia,room_calculation
4080,CFA-152,CFA-152,3240,3,168,15000,5000,0,0,12,1525,170,45,1.7599,200,0.75,0,0.25,0,5,12,1,107.8,asia,room_calculation
4081,CFA-152L,CFA-152L,3250,3,235,22000,7000,0,0,12,1525,170,45,1.7599,200,0.75,0,0.25,0,5,12,1,134.3,asia,room_calculation
4082,CFA-172,CFA-172,3260,3,260,23000,7700,0,0,12,1730,270,45,2.235,200,0.74,0,0.26,0,5,12,1,155,asia,room_calculation
4083,CFA-172L,CFA-172L,3270,3,335,30000,10000,0,0,12,1730,270,45,2.235,200,0.74,0,0.26,0,5,12,1,179.4,asia,room_calculation
4084,CFA-192,CFA-192,3280,3,365,31000,11000,0,0,12,1940,270,45,2.84,200,0.75,0,0.25,0,5,12,1,202.6,asia,room_calculation
4085,CFA-192L,CFA-192L,3290,3,400,36000,12000,0,0,12,1940,270,45,2.84,200,0.75,0,0.25,0,5,12,1,220.5,asia,room_calculation
4086,CFA-222,CFA-222,3300,3,155,35000,13000,0,0,12,2190,270,42,3.6465,200,0.75,0,0.25,0,5,12,1,109.5,asia,room_calculation
4087,CFA-242,CFA-242,3310,3,557,41000,15200,0,0,12,2450,360,42,4.353,200,0.75,0,0.25,0,5,12,1,295.9,asia,room_calculation
4088,CFA-061 6/4,CFA-061 6/4,3320,3,9,1000,350,0,0,12,550,62,45,0.2176,100,0.57,0,0.43,0,5,11,2,6.6,asia,room_calculation
4089,CFA-081 6/4,CFA-081 6/4,3330,3,16,2100,800,0,0,12,770,144,45,0.4271,100,0.6,0,0.4,0,10,11,2,11.7,asia,room_calculation
4090,CFA-101 6/4,CFA-101 6/4,3340,3,26,3300,1300,0,0,12,965,144,45,0.6851,100,0.58,0,0.42,0,10,11,2,19,asia,room_calculation
4091,CFA-102 6/4,CFA-102 6/4,3350,3,50,6500,4200,0,0,12,965,144,45,0.6851,200,0.58,0,0.42,0,10,12,1,28.6,asia,room_calculation
4092,CFA-122 6/4,CFA-122 6/4,3360,3,80,10600,4000,0,0,12,1220,168,45,1.1102,200,0.58,0,0.42,0,10,12,1,56.7,asia,room_calculation
4093,CFA-152 6/4,CFA-152 6/4,3370,3,126,16800,6300,0,0,12,1525,170,45,1.7599,200,0.56,0,0.44,0,10,12,1,89.6,asia,room_calculation
4094,CFA-172 6/4,CFA-172 6/4,3380,3,160,21500,8000,0,0,12,1730,270,45,2.235,200,0.59,0,0.41,0,10,12,1,113.2,asia,room_calculation
4095,CFA-192 6/4,CFA-192 6/4,3390,3,200,27000,10000,0,0,12,1940,270,45,2.84,200,0.58,0,0.42,0,10,12,1,142.5,asia,room_calculation
4096,CFA-222 6/4,CFA-222 6/4,3400,3,260,35000,13000,0,0,12,2190,270,42,3.6465,200,0.6,0,0.4,0,10,12,1,184.9,asia,room_calculation
4097,CFA-242 6/4,CFA-242 6/4,3410,3,304,41000,15200,0,0,12,2450,360,42,4.353,200,0.6,0,0.4,0,10,12,1,217.2,asia,room_calculation
5000,DR-010 B,DR-010 B,3420,1,0.69,190,40,0,0,36,180,42,39,0.0183,50,0.63,0.13,0.24,0,5,6,2,0.4,other,unit_selection
5001,DR-20B,DR-20B,3430,1,1,330,60,0,0,28,250,62,30,0.0386,50,0.61,0.14,0.25,0,5,6,2,0.8,other,unit_selection
5002,DR-30D,DR-30D,3440,1,1.35,360,75,0,0,23,300,62,30,0.0593,50,0.61,0.14,0.25,0,5,6,2,1.1,other,unit_selection
5003,DR-40-T10,DR-40-T10,3450,1,1.9,600,120,0,0,25,450,62,45,0.1449,50,0.58,0.18,0.24,0,10,6,2,1.7,other,unit_selection
5004,DR-40-T16,DR-40-T16,3460,1,3,550,150,0,0,25,450,62,45,0.1449,50,0.58,0.18,0.24,0,10,6,2,2.2,other,unit_selection
5005,DR-50 R,DR-50 R,3470,1,4,600,180,0,0,25,450,62,45,0.1449,50,0.58,0.18,0.24,0,10,6,2,2.6,other,unit_selection
5006,RL-60R,RL-60R,3480,1,5.4,850,180,0.7,0,31,550,62,45,0.2176,50,0.7,0.05,0.25,0,5,6,2,4.3,other,unit_selection
5007,RL-60LR,RL-60LR,3490,1,7.5,1000,250,0.7,0,31,550,62,45,0.2176,50,0.7,0.05,0.25,0,5,6,2,5.2,other,unit_selection
5008,RL-61,RL-61,3500,1,9,1300,280,0.7,0,15,550,62,45,0.2176,100,0.7,0.05,0.25,0,6,7,2,8.2,other,unit_selection
5009,RL-61 Ice,RL-61 Ice,3510,1,9,1600,280,0.7,0,15,550,62,45,0.2176,100,0.7,0.05,0.25,0,3,20,2,8.9,other,unit_selection
5010,RL-61L,RL-61L,3520,1,13.5,1800,420,0.7,0,25,550,62,45,0.2176,100,0.7,0.05,0.25,0,0,7,2,11.6,other,unit_selection
5011,RL-61L Ice,RL-61L Ice,3530,1,13.5,2100,420,0.7,0,25,550,62,45,0.2176,100,0.7,0.05,0.25,0,1,20,2,12,other,unit_selection
5012,RL-71,RL-71,3540,1,17,2500,650,0.7,0,45,660,62,45,0.3133,100,0.7,0.05,0.25,0,5,7,2,13.5,other,unit_selection
5013,RL-71 Ice,RL-71 Ice,3550,1,17,3000,650,0.55,0,45,660,62,45,0.3133,100,0.7,0.05,0.25,0,3,20,2,15.2,other,unit_selection
5014,RL-71L,RL-71L,3560,1,24,3200,900,0.6,0,45,660,62,45,0.3133,100,0.7,0.05,0.25,0,8,7,2,17.4,other,unit_selection
5015,RLZ-81,RLZ-81,3570,1,24,2900,750,0.75,0,25,770,144,45,0.4271,100,0.7,0.05,0.25,0,5,7,2,19.3,other,unit_selection
5016,RLZ-82,RLZ-82,3580,1,30,3500,1000,0.75,0,12,770,144,45,0.4271,200,0.7,0.05,0.25,0,5,8,1,25.1,other,unit_selection
5017,RLZ-101,RLZ-101,3590,1,40,4600,1300,0.75,0,25,965,144,45,0.6851,100,0.7,0.05,0.25,0,5,7,2,31.4,other,unit_selection
5018,RLZ-102,RLZ-102,3600,1,63,7000,2100,0.75,0,25,965,144,45,0.6851,200,0.7,0.05,0.25,0,5,8,1,49.7,other,unit_selection
5019,RLZ-102L,RLZ-102L,3610,1,70,9000,2400,0.75,0,25,965,144,45,0.6851,200,0.7,0.05,0.25,0,5,8,1,56.2,other,unit_selection
5020,RLZ-104,RLZ-104,3620,1,80,10500,2500,0.75,0,12,965,144,45,0.6851,400,0.7,0.05,0.25,0,5,9,1,69,other,unit_selection
5021,RLZ-81 Ice,RLZ-81 Ice,3630,1,24,4500,750,0.75,0,25,770,144,45,0.4271,100,0.7,0.05,0.25,0,5,20,2,21.7,other,unit_selection
5022,RLZ-82 Ice,RLZ-82 Ice,3640,1,30,6000,1000,0.75,0,12,770,144,45,0.4271,200,0.7,0.05,0.25,0,5,21,1,29.3,other,unit_selection
5023,RLZ-101 Ice,RLZ-101 Ice,3650,1,40,9000,1300,0.75,0,25,965,144,45,0.6851,100,0.7,0.05,0.25,0,5,20,2,36.7,other,unit_selection
5024,RLZ-102 Ice,RLZ-102 Ice,3660,1,63,12000,2100,0.75,0,25,965,144,45,0.6851,200,0.7,0.05,0.25,0,5,21,1,58.2,other,unit_selection
5025,RF-081,RF-081,3670,1,24,3200,950,0.3,0,46,770,144,45,0.4271,100,0.6,0.15,0.25,0,5,7,2,19.8,other,unit_selection
5026,RF-082 R,RF-082 R,3680,1,42,4400,1800,0,0,46,770,144,45,0.4271,200,0.6,0.15,0.25,0,5,8,1,32.4,other,unit_selection
5027,RF-101,RF-101,3690,1,42,7000,1750,0.3,0,49,965,144,45,0.6851,100,0.58,0.17,0.25,0,5,7,2,35.5,other,unit_selection
5028,RF-102,RF-102,3700,1,66,8500,2750,0.3,0,37,965,144,45,0.6851,200,0.58,0.17,0.25,0,5,8,1,54.7,other,unit_selection
5029,RF-122,RF-122,3710,1,112,15600,4700,0.3,0,39,1220,168,45,1.1102,200,0.58,0.18,0.24,0,5,8,1,93.1,other,unit_selection
5030,RF-152,RF-152,3720,1,158,16800,6300,0.3,0,30,1525,170,45,1.7599,200,0.56,0.19,0.25,0,5,8,1,123,other,unit_selection
5031,RF-172,RF-172,3730,1,200,20500,8000,0.3,0,30,1730,270,45,2.235,200,0.58,0.17,0.25,0,5,8,1,154,other,unit_selection
