id,name,key_name,sort,m_category_id,p_reg,dry_air,wet_air,by_pass1,by_pass2,rot,diam,hub,spokes,area,thickn,process,pu1,reg,pu2,security_margin,coefficient,rotor,capacity,applied_area,model_type
6070,DC-31 T10,DC-31 T10,5430,3,2.1,300,120,0,0,24,300,62,12,0.0639,100,0.75,0,0.25,0,5,11,2,1.6,asia,unit_selection
6071,DC-31 T16,DC-31 T16,5440,3,2.9,490,110,0,0,24,300,62,12,0.0639,100,0.75,0,0.25,0,5,11,2,2.3,asia,unit_selection
6072,DC-50 R,DC-50 R,5450,3,5,550,150,0,0,25,450,62,45,0.1449,50,0.58,0,0.42,0,10,10,2,3,asia,unit_selection
6073,CZ-82 ,CZ-82 ,5460,3,30,3200,850,0,0,12,770,144,45,0.4271,200,0.75,0,0.25,0,5,12,1,22.6,asia,unit_selection
6074,CZ-102 ,CZ-102 ,5470,3,50,5200,1400,0,0,12,965,144,45,0.6851,200,0.75,0,0.25,0,5,12,1,37.1,asia,unit_selection
6075,CZ-102L,CZ-102L,5480,3,74,7200,2000,0,0,12,965,144,45,0.6851,200,0.75,0,0.25,0,5,12,1,47.6,asia,unit_selection
6076,CZ-104,CZ-104,5490,3,95,8000,2500,0,0,12,965,144,45,0.6851,400,0.75,0,0.25,0,5,13,1,63.5,asia,unit_selection
6077,CZ-82 ICE,CZ-82 ICE,5500,3,30,6000,850,0,0,12,770,144,45,0.4271,200,0.75,0,0.25,0,5,22,1,26,asia,unit_selection
6078,CZ-102 ICE,CZ-102 ICE,5510,3,50,12000,1400,0,0,12,965,144,45,0.6851,200,0.75,0,0.25,0,5,22,1,44.6,asia,unit_selection
6079,CZ-102L ICE,CZ-102L ICE,5520,3,74,12000,2000,0,0,12,965,144,45,0.6851,200,0.75,0,0.25,0,5,22,1,55.6,asia,unit_selection
6080,CZ-104 ICE,CZ-104 ICE,5530,3,95,10000,2500,0,0,12,965,144,45,0.6851,400,0.75,0,0.25,0,5,23,1,70.1,asia,unit_selection
6081,CZ-82HW 6/4,CZ-82HW 6/4,5540,3,30,3200,1600,0,0,12,770,144,45,0.4271,200,0.6,0,0.4,0,10,12,1,19.3,asia,unit_selection
6082,CZ-102HW 6/4,CZ-102HW 6/4,5550,3,56,7200,3000,0,0,12,965,144,45,0.6851,200,0.6,0,0.4,0,10,12,1,36.7,asia,unit_selection
6083,CZ-82HWR 6/4,CZ-82HWR 6/4,5560,3,60,3200,1600,0,0,12,770,144,45,0.4271,200,0.6,0,0.4,0,5,12,1,25.4,asia,unit_selection
6084,CZ-102HWR 6/4,CZ-102HWR 6/4,5570,3,116,7200,3000,0,0,12,965,144,45,0.6851,200,0.6,0,0.4,0,5,12,1,50.2,asia,unit_selection
6085,CFA-061,CFA-061,5580,3,13.5,1200,400,0,0,12,550,62,45,0.2176,100,0.76,0,0.24,0,5,11,2,8.2,asia,unit_selection
6086,CFA-061L,CFA-061L,5590,3,18,1800,600,0,0,12,550,62,45,0.2176,100,0.76,0,0.24,0,5,11,2,9.6,asia,unit_selection
6087,CFA-081 ,CFA-081 ,5600,3,30,3000,900,0,0,12,770,144,45,0.4271,100,0.75,0,0.25,0,5,11,2,18,asia,unit_selection
6088,CFA-081L,CFA-081L,5610,3,45,4000,1300,0,0,12,770,144,45,0.4271,100,0.75,0,0.25,0,5,11,2,20.9,asia,unit_selection
6089,CFA-101,CFA-101,5620,3,48,4500,1500,0,0,12,965,144,45,0.6851,100,0.75,0,0.25,0,5,11,2,27.8,asia,unit_selection
6090,CFA-101L,CFA-101L,5630,3,75,7000,2200,0,0,12,965,144,45,0.6851,100,0.75,0,0.25,0,5,11,2,34.3,asia,unit_selection
6091,CFA-102,CFA-102,5640,3,84,7500,2500,0,0,12,965,144,45,0.6851,200,0.75,0,0.25,0,5,12,1,49.2,asia,unit_selection
6092,CFA-102L,CFA-102L,5650,3,110,10000,3300,0,0,12,965,144,45,0.6851,200,0.75,0,0.25,0,5,12,1,57.5,asia,unit_selection
6093,CFA-122,CFA-122,5660,3,135,11000,4000,0,0,12,1220,168,45,1.1102,200,0.76,0,0.24,0,5,12,1,75.3,asia,unit_selection
6094,CFA-122L,CFA-122L,5670,3,155,14000,4600,0,0,12,1220,168,45,1.1102,200,0.76,0,0.24,0,5,12,1,85.8,asia,unit_selection
6095,CFA-152,CFA-152,5680,3,168,15000,5000,0,0,12,1525,170,45,1.7599,200,0.75,0,0.25,0,5,12,1,107.8,asia,unit_selection
6096,CFA-152L,CFA-152L,5690,3,235,22000,7000,0,0,12,1525,170,45,1.7599,200,0.75,0,0.25,0,5,12,1,134.3,asia,unit_selection
6097,CFA-172,CFA-172,5700,3,260,23000,7700,0,0,12,1730,270,45,2.235,200,0.74,0,0.26,0,5,12,1,155,asia,unit_selection
6098,CFA-172L,CFA-172L,5710,3,335,30000,10000,0,0,12,1730,270,45,2.235,200,0.74,0,0.26,0,5,12,1,179.4,asia,unit_selection
6099,CFA-192,CFA-192,5720,3,365,31000,11000,0,0,12,1940,270,45,2.84,200,0.75,0,0.25,0,5,12,1,202.6,asia,unit_selection
6100,CFA-192L,CFA-192L,5730,3,400,36000,12000,0,0,12,1940,270,45,2.84,200,0.75,0,0.25,0,5,12,1,220.5,asia,unit_selection
6101,CFA-222,CFA-222,5740,3,155,35000,13000,0,0,12,2190,270,42,3.6465,200,0.75,0,0.25,0,5,12,1,109.5,asia,unit_selection
6102,CFA-242,CFA-242,5750,3,557,41000,15200,0,0,12,2450,360,42,4.353,200,0.75,0,0.25,0,5,12,1,295.9,asia,unit_selection
6103,CFA-061 6/4,CFA-061 6/4,5760,3,9,1000,350,0,0,12,550,62,45,0.2176,100,0.57,0,0.43,0,5,11,2,6.6,asia,unit_selection
6104,CFA-081 6/4,CFA-081 6/4,5770,3,16,2100,800,0,0,12,770,144,45,0.4271,100,0.6,0,0.4,0,10,11,2,11.7,asia,unit_selection
6105,CFA-101 6/4,CFA-101 6/4,5780,3,26,3300,1300,0,0,12,965,144,45,0.6851,100,0.58,0,0.42,0,10,11,2,19,asia,unit_selection
6106,CFA-102 6/4,CFA-102 6/4,5790,3,50,6500,4200,0,0,12,965,144,45,0.6851,200,0.58,0,0.42,0,10,12,1,28.6,asia,unit_selection
6107,CFA-122 6/4,CFA-122 6/4,5800,3,80,10600,4000,0,0,12,1220,168,45,1.1102,200,0.58,0,0.42,0,10,12,1,56.7,asia,unit_selection
6108,CFA-152 6/4,CFA-152 6/4,5810,3,126,16800,6300,0,0,12,1525,170,45,1.7599,200,0.56,0,0.44,0,10,12,1,89.6,asia,unit_selection
6109,CFA-172 6/4,CFA-172 6/4,5820,3,160,21500,8000,0,0,12,1730,270,45,2.235,200,0.59,0,0.41,0,10,12,1,113.2,asia,unit_selection
6110,CFA-192 6/4,CFA-192 6/4,5830,3,200,27000,10000,0,0,12,1940,270,45,2.84,200,0.58,0,0.42,0,10,12,1,142.5,asia,unit_selection
6111,CFA-222 6/4,CFA-222 6/4,5840,3,260,35000,13000,0,0,12,2190,270,42,3.6465,200,0.6,0,0.4,0,10,12,1,184.9,asia,unit_selection
6112,CFA-242 6/4,CFA-242 6/4,5850,3,304,41000,15200,0,0,12,2450,360,42,4.353,200,0.6,0,0.4,0,10,12,1,217.2,asia,unit_selection
6113,RUA-060 ,RUA-060 ,5860,3,10,800,250,0,0,42,550,62,45,0.2176,50,0.76,0,0.24,0,5,10,2,4.9,asia,unit_selection
6114,RUA-061,RUA-061,5870,3,18,1400,440,0,0,42,550,62,45,0.2176,100,0.76,0,0.24,0,5,11,2,9.6,asia,unit_selection
6115,RUA-062,RUA-062,5880,3,32,2400,750,0,0,42,550,144,45,0.2176,200,0.76,0,0.24,0,5,12,1,16.8,asia,unit_selection
6116,RUA-082,RUA-082,5890,3,66,4700,1600,0,0,46,770,144,45,0.4271,200,0.75,0,0.25,0,5,12,1,33.4,asia,unit_selection
6117,RUA-101,RUA-101,5900,3,66,4700,1600,0,0,37,965,144,45,0.6851,100,0.75,0,0.25,0,5,11,2,33.7,asia,unit_selection
6118,RUA-102,RUA-102,5910,3,102,7400,2500,0,0,37,965,144,45,0.6851,200,0.75,0,0.25,0,5,12,1,53.8,asia,unit_selection
6119,RUA-104,RUA-104,5920,3,102,7400,2500,0,0,12,965,144,45,0.6851,400,0.75,0,0.25,0,5,13,1,61.9,asia,unit_selection
6120,RUFA-122,RUFA-122,5930,3,158,13000,3900,0,0,39,1220,168,45,1.1102,200,0.76,0,0.24,0,5,12,1,88.9,asia,unit_selection
6121,RUFA-152,RUFA-152,5940,3,260,20000,6400,0,0,30,1525,170,45,1.7599,200,0.75,0,0.25,0,5,12,1,143.2,asia,unit_selection
6122,RUFA-172,RUFA-172,5950,3,340,24000,8400,0,0,30,1730,270,45,2.235,200,0.74,0,0.26,0,5,12,1,177.6,asia,unit_selection
6123,RUFA-192,RUFA-192,5960,3,418,31000,10300,0,0,30,1940,270,45,2.84,200,0.75,0,0.25,0,5,12,1,225,asia,unit_selection
6124,RUFA-222,RUFA-222,5970,3,534,40000,13200,0,0,30,2190,270,42,3.6465,200,0.75,0,0.25,0,5,12,1,292.4,asia,unit_selection
6125,RUFA-242,RUFA-242,5980,3,636,48000,15700,0,0,30,2450,360,42,4.353,200,0.75,0,0.25,0,5,12,1,349.2,asia,unit_selection
6126,RUFA-244,RUFA-244,5990,3,636,48000,15700,0,0,30,2450,360,42,4.353,400,0.75,0,0.25,0,5,13,1,357.5,asia,unit_selection
6127,RUA-060 6/4,RUA-060 6/4,6000,3,9,600,450,0,0,42,550,62,45,0.2212,50,0.57,0,0.43,0,10,10,2,3.4,asia,unit_selection
6128,RUA-061 6/4,RUA-061 6/4,6010,3,16,1100,790,0,0,42,550,62,45,0.2212,100,0.57,0,0.43,0,10,11,2,6.8,asia,unit_selection
6129,RUA-062 6/4,RUA-062 6/4,6020,3,26,2000,1200,0,0,42,550,144,45,0.2176,200,0.62,0,0.38,0,10,12,1,12.3,asia,unit_selection
6130,RUA-082 6/4,RUA-082 6/4,6030,3,54,3700,2600,0,0,46,770,144,45,0.4318,200,0.59,0,0.41,0,10,12,1,22.7,asia,unit_selection
6131,RUA-101 6/4,RUA-101 6/4,6040,3,54,3700,2600,0,0,37,965,144,45,0.693,100,0.57,0,0.43,0,10,11,2,23.4,asia,unit_selection
6132,RUA-102 6/4,RUA-102 6/4,6050,3,88,5700,4300,0,0,37,965,144,45,0.693,200,0.57,0,0.43,0,10,12,1,36.4,asia,unit_selection
6133,RUA-104 6/4,RUA-104 6/4,6060,3,95,8000,4300,0,0,12,965,144,45,0.693,400,0.57,0,0.43,0,10,13,1,53.4,asia,unit_selection
6134,RUFA-122 6/4,RUFA-122 6/4,6070,3,142,10000,7000,0,0,39,1220,168,45,1.1182,200,0.57,0,0.43,0,10,12,1,62,asia,unit_selection
6135,RUFA-152 6/4,RUFA-152 6/4,6080,3,230,15000,11300,0,0,30,1525,170,45,1.7702,200,0.56,0,0.44,0,10,12,1,96.7,asia,unit_selection
6136,RUFA-172 6/4,RUFA-172 6/4,6090,3,276,19000,13600,0,0,30,1730,270,45,2.246,200,0.58,0,0.42,0,10,12,1,123.3,asia,unit_selection
6137,RUFA-192 6/4,RUFA-192 6/4,6100,3,350,24000,17300,0,0,30,1940,270,45,2.852,200,0.58,0,0.42,0,10,12,1,153.8,asia,unit_selection
6138,RUFA-222 6/4,RUFA-222 6/4,6110,3,428,32000,21100,0,0,30,2190,270,42,3.6465,200,0.6,0,0.4,0,10,12,1,203.7,asia,unit_selection
6139,RUFA-242 6/4,RUFA-242 6/4,6120,3,508,38000,25100,0,0,30,2450,360,42,4.353,200,0.6,0,0.4,0,10,12,1,239.2,asia,unit_selection
6140,RUFA-244 6/4,RUFA-244 6/4,6130,3,508,38000,25100,0,0,30,2450,360,42,4.353,400,0.6,0,0.4,0,10,13,1,248.5,asia,unit_selection
